,serum,ic50,ic90,nt50,nt90,DateSetUp,Plate,SampleNum
0,0793-1,0.010629207409547415,0.05,94.08039202450556,20.0,201013,Plate1,1
1,0846-1,0.05,0.05,20.0,20.0,201013,Plate1,2
2,0807-1,0.020702462918569833,0.05,48.30343152567675,20.0,201013,Plate1,3
3,0813-1,0.05,0.05,20.0,20.0,201013,Plate1,4
4,0863-1,0.00020686469644703434,0.0008251556860828893,4834.0776225973395,1211.8925153956304,201013,Plate2,1
5,0867-1,0.00020151833152193334,0.0009745007361972003,4962.327707100729,1026.1664900349954,201013,Plate2,2
6,0872-1,0.00012731323634388133,0.0006462347150306166,7854.642837755965,1547.4253808117119,201013,Plate2,3
7,0876-1,0.0006885292051247171,0.002331498502411829,1452.3712175997885,428.9087035507617,201013,Plate2,4
8,0794-1,0.005679284758104986,0.05,176.07851033933213,20.0,201013,Plate3,1
9,0848-1,0.05,0.05,20.0,20.0,201013,Plate3,2
10,0810-1,0.05,0.05,20.0,20.0,201013,Plate3,3
11,0812-1,0.05,0.05,20.0,20.0,201013,Plate3,4
12,0861-1,0.0006616249811545786,0.004378243934638155,1511.4302338689436,228.40207510791566,201013,Plate4,1
13,0839-1,0.009221006629544991,0.05,108.44802961055292,20.0,201013,Plate5,1
14,0801-1,0.027208467801065575,0.05,36.75326399529328,20.0,201013,Plate5,2
15,0808-1,0.020813063993172294,0.05,48.04674604027783,20.0,201013,Plate5,3
16,0815-1,0.021279811454199618,0.05,46.992897571122406,20.0,201013,Plate5,4
17,0864-1,0.0001595635864944208,0.0008342346862999106,6267.094027965869,1198.7034541027178,201013,Plate6,1
18,0831-1,0.00024358760123735376,0.0007716481483334625,4105.299263674721,1295.9274277528064,201013,Plate6,2
19,0828-1,0.0002863863205471039,0.001305513024959804,3491.7868915303975,765.982399931084,201013,Plate6,3
20,0877-1,0.00021701485952717837,0.0011404480378998578,4607.979389884878,876.848367279851,201013,Plate6,4
21,0840-1,0.05,0.05,20.0,20.0,201013,Plate7,1
22,GF-8,0.046062695200883456,0.05,21.70954165054633,20.0,201013,Plate7,2
23,Ty1-Fc,0.010799051892791494,0.7387219615588013,92.60072179739342,1.3536892796443567,201013,Plate7,3
24,2017-2018 Pool,0.05,0.05,20.0,20.0,201013,Plate7,4
25,20/130 Ref,0.0001746522477643624,0.0025891400382312873,5725.663498755433,386.22862619788134,201013,Plate7,5
26,0827-1,0.0002615436392261322,0.0016347164221968712,3823.453718694317,611.726894292843,201014,Plate2,2
27,0825-1,0.00015675601421068268,0.0009964427827932492,6379.340563329095,1003.5699161739916,201014,Plate2,3
28,0837-1,0.008914194112439941,0.05,112.18063993070102,20.0,201014,Plate2,4
29,0803-1,0.05,0.05,20.0,20.0,201014,Plate3,1
30,0852-1,0.05,0.05,20.0,20.0,201014,Plate3,2
31,0874-1,0.00023618425131965014,0.0017755824658810047,4233.982555621827,563.195469213998,201014,Plate4,2
32,0823-1,0.0001987792444334803,0.0009475634767762771,5030.7063136797515,1055.3382696873439,201014,Plate4,3
33,0795-1,0.0034515787946687733,0.01832295100372808,289.72248918221896,54.57636162409292,201014,Plate4,4
34,0850-1,0.05,0.05,20.0,20.0,201014,Plate5,1
35,0853-1,0.05,0.05,20.0,20.0,201014,Plate5,2
36,0859-1,0.04914953783143,0.05,20.34607127801969,20.0,201014,Plate5,3
37,0816-1,0.00011134843868919155,0.0009248082764864634,8980.817439131895,1081.3052017648515,201014,Plate5,4
38,0870-1,9.029392760525752e-05,0.00042993138214827774,11074.941876177432,2325.9525624838266,201014,Plate6,1
39,Ty1-FC,0.0405209005582517,0.892751179037566,24.678622296718906,1.1201329367921464,201014,Plate6,5
40,2017-2018 serum pool,,,,,201014,Plate6,4
41,GF-8,0.05,0.05,20.0,20.0,201015,Plate9,1
42,2017-2018 Serum Pool,0.05,0.05,20.0,20.0,201015,Plate9,2
43,Ty1,0.046309717719012974,0.8549421730812362,21.593739915832803,1.1696697525119988,201015,Plate9,3
44,Ref 20/130,0.0002487658671105087,0.0022986829576950845,4019.844087194536,435.0317196429347,201015,Plate9,4
45,0873-2,1.6638723984065734e-05,7.859058309286119e-05,60100.76259199092,12724.170767614974,201015,Plate8,1
46,0877-2,7.100559513879543e-06,4.205090802145976e-05,140833.9720335121,23780.699324962778,201015,Plate8,2
47,0861-2,1.0984221623022746e-05,6.029766078450823e-05,91039.6780327171,16584.391284660276,201015,Plate7,1
48,0866-2,4.252633540970013e-06,2.0305386660989e-05,235148.40636183834,49248.01564706051,201015,Plate7,2
49,0854-2,0.0014843418614269807,0.012748250706573065,673.6992508172236,78.44213476947036,201015,Plate6,1
50,0858-2,1.579646938267365e-05,7.100405541993561e-05,63305.285236513,14083.702601009925,201015,Plate6,2
51,0837-2,0.0001028374436020168,0.00028853867204128717,9724.084584113372,3465.739940249359,201015,Plate5,1
52,0848-2,0.0001766113786760022,0.0014088912489388739,5662.149333166828,709.777990851433,201015,Plate5,2
53,0872-2,1.5172949071104222e-05,9.409100404372493e-05,65906.76573906303,10628.008598306498,201015,Plate4,1
54,0876-2,1.0026834718207749e-05,6.555061129376931e-05,99732.3709928217,15255.38786386652,201015,Plate4,2
55,0863-2,6.80565853072297e-06,3.295535543360552e-05,146936.55220661935,30344.081768885168,201015,Plate3,1
56,0870-2,6.391174818133953e-06,2.8836110021721256e-05,156465.7560551555,34678.74131589643,201015,Plate3,2
57,0852-2,0.00044632902400845877,0.0023974316002682754,2240.4996005391936,417.1130470992786,201015,Plate2,1
58,0859-2,3.574021900929586e-05,0.00012016984922814249,27979.68304950523,8321.554919333383,201015,Plate2,2
59,0839-2,1.2546331720829043e-05,6.55691043877685e-05,79704.57200169752,15251.085238043052,201015,Plate1,1
60,0846-2,0.00016706832174068645,0.0008236023629073183,5985.5751801478,1214.1781580980385,201015,Plate1,2
61,0840-2,2.8583574503261794e-05,0.0003090552063999065,34985.12755589353,3235.6678654558414,201018,Plate1,1
62,0850-2,0.00025320501039052503,0.0007265523112639318,3949.3689262217704,1376.363387049682,201018,Plate1,2
63,0853-2,0.0018091618621591697,0.008289144186390618,552.7421403889954,120.63971593615562,201018,Plate2,1
64,0856-2,0.00031813321143927783,0.01137969980956783,3143.3373317921264,87.8757802696359,201018,Plate2,2
65,0864-2,8.514141716567059e-06,3.777718141494154e-05,117451.65082866445,26471.006108583908,201018,Plate3,1
66,0867-2,5.914484300199989e-06,4.97314042428014e-05,169076.4484684128,20108.0185694686,201018,Plate3,2
67,0874-2,1.094120590579288e-05,7.845562644899194e-05,91397.6035740763,12746.058444261504,201018,Plate4,1
68,0879-2,6.254752771086668e-06,5.157973941609095e-05,159878.42151373558,19387.457387736187,201018,Plate4,2
69,0793-2,2.2383609403070716e-05,0.00012802102570825738,44675.54727178245,7811.216903376988,201018,Plate5,1
70,0805-2,0.0014694837310368738,0.016666667,680.5111066417836,59.99999880000003,201018,Plate5,2
71,0810-2,0.0005324608048292047,0.004059299250996864,1878.0725096202452,246.34793794875426,201018,Plate6,1
72,0815-2,0.001010660202057744,0.006351157513348433,989.4522392036023,157.4516138039826,201018,Plate6,2
73,0817-2,3.3717815258238416e-05,0.000283874128725162,29657.91206640133,3522.688046603107,201018,Plate7,1
74,0834-2,1.2214197785429143e-05,7.101424567345664e-05,81871.93441332219,14081.681647345515,201018,Plate7,2
75,0829-2,9.835719439535786e-06,8.541170633875856e-05,101670.24447448012,11707.996981512299,201018,Plate8,1
76,0825-2,4.057836635793295e-06,2.5948258138520433e-05,246436.73211957756,38538.232302980316,201018,Plate8,2
77,0829-1,0.00010177823604029255,0.0009110702372497298,9825.283271800017,1097.6102161110264,201018,Plate9,1
78,0879-1,0.00020912222219520896,0.0012045286062868103,4781.892567431364,830.2002914506872,201018,Plate9,2
79,Ty1,0.01367242180242632,0.5731868392794125,73.13993193382456,1.744631822421394,201018,Plate9,3
80,2017-2018 Serum Pool,0.05,0.05,20.0,20.0,201018,Plate9,4
81,0828-2,1.694118567387539e-05,7.988912095722525e-05,59027.74571097918,12517.348895795541,201019,Plate4,1
82,0824-2,6.055998441194973e-06,2.749293930948626e-05,165125.537879544,36372.97521167395,201019,Plate4,2
83,0818-2,7.255220425940451e-06,3.9078020771760865e-05,137831.78749808637,25589.83234695025,201019,Plate3,1
84,0831-2,8.729226261743473e-06,4.228815396117233e-05,114557.69045448843,23647.28431792433,201019,Plate3,2
85,0816-2,8.877487936295685e-06,3.755077805068266e-05,112644.4786155655,26630.606658809837,201019,Plate7,1
86,0835-2,3.058366471681647e-06,1.287234088768662e-05,326971.9339586366,77685.94762407019,201019,Plate7,2
87,0827-2,8.388448460252132e-06,3.224049574177727e-05,119211.55679007927,31016.892792507497,201019,Plate8,1
88,0823-2,8.854972075268656e-06,4.151405781102097e-05,112930.90384699608,24088.225837911814,201019,Plate8,2
89,0794-2,2.100980219714608e-05,0.00017723076279097563,47596.830784815174,5642.361316129926,201019,Plate5,1
90,0801-2,0.00027447997338580647,0.0012682380900191914,3643.2530492649435,788.4954787825901,201019,Plate5,2
91,0807-2,4.416022641309208e-05,0.00021132400827175257,22644.811433836585,4732.070000839884,201019,Plate2,1
92,0812-2,0.0011712126834981995,0.003272849553197059,853.815890221733,305.54413936416887,201019,Plate2,2
93,0808-2,4.767323488752323e-05,0.00014524101311547415,20976.13057639842,6885.107577740097,201019,Plate6,1
94,0813-2,0.002030791956121648,0.008566314396269004,492.4187320053075,116.73631783063469,201019,Plate6,2
95,0795-2,1.4144583262601568e-05,4.178078319434336e-05,70698.44204205088,23934.44841252733,201019,Plate1,1
96,0803-2,0.0008918659074173327,0.00419995616321887,1121.2447876786794,238.0977231994713,201019,Plate1,2
97,0858-1,0.008604241757856516,0.044365908917009235,116.22174598789046,22.53982899055664,201019,Plate9,1
98,Ref 20/130,0.0003798331445503902,0.001665966941201995,2632.7349636212066,600.2520069686977,201019,Plate9,2
99,Ty1,0.04970971781388474,0.6391215689706952,20.116790920922984,1.564647554627986,201019,Plate9,3
100,2017-2018 Serum Pool,0.05,0.05,20.0,20.0,201019,Plate9,4
101,0824-1,0.0001483488451332713,0.0005270343371018891,6740.8681146229055,1897.4095796089937,201020,Plate3,1
102,0834-1,0.00017674321989797828,0.0008066559899701515,5657.925665138562,1239.6858294413742,201020,Plate3,2
103,2017-2018 Serum Pool,0.05,0.05,20.0,20.0,201020,Plate3,3
104,Ty1-Fc,0.050143377162582096,0.3373473716590319,19.942813120816645,2.964303516230543,201020,Plate3,4
105,0817-1,0.0001258951158365295,0.000506254252959246,7943.119900683564,1975.2920477302164,201020,Plate2,1
106,0835-1,0.00020956949286301803,0.0008603382607142201,4771.686882182013,1162.3335212011123,201020,Plate2,2
107,0873-1,0.00039397473650229633,0.0016756381828731362,2538.233818944813,596.7875465127848,201020,Plate2,3
108,0866-1,7.904423168073904e-05,0.00037277049613136166,12651.144539414547,2682.6157391158104,201020,Plate2,4
109,0854-1,0.05,0.05,20.0,20.0,201020,Plate1,1
110,0856-1,0.05,0.05,20.0,20.0,201020,Plate1,2
111,0805-1,0.05,0.05,20.0,20.0,201020,Plate1,3
112,0818-1,0.0001198249167756913,0.0006865146485295799,8345.509656159164,1456.6331572703696,201020,Plate1,4
