1,2,3,4,5,6,7,8,9,10,11,12
media_only,neg_ctrl,neg_ctrl,neg_ctrl,neg_ctrl,neg_ctrl,neg_ctrl,neg_ctrl,neg_ctrl,neg_ctrl,neg_ctrl,media_only
cells_only,pos_ctrl,1,1,2,2,3,3,4,5,pos_ctrl,cells_only
cells_only,pos_ctrl,1,1,2,2,3,3,4,5,pos_ctrl,cells_only
cells_only,pos_ctrl,1,1,2,2,3,3,4,5,pos_ctrl,cells_only
cells_only,pos_ctrl,1,1,2,2,3,3,4,5,pos_ctrl,cells_only
cells_only,pos_ctrl,1,1,2,2,3,3,4,5,pos_ctrl,cells_only
cells_only,pos_ctrl,1,1,2,2,3,3,4,5,pos_ctrl,cells_only
cells_only,pos_ctrl,1,1,2,2,3,3,4,5,pos_ctrl,cells_only
