,serum,virus,replicate,concentration,fraction infectivity
0,0824-1,S-d21-D614G,1,0.008333333,1.289838346402674e-05
1,0824-1,S-d21-D614G,1,0.0027777776666666667,0.006946877162304181
2,0824-1,S-d21-D614G,1,0.0009259258888888889,0.03034919823780164
3,0824-1,S-d21-D614G,1,0.00030864196296296297,0.20955361787853996
4,0824-1,S-d21-D614G,1,0.00010288065432098766,0.6424404193757898
5,0824-1,S-d21-D614G,1,3.4293551440329216e-05,0.9528689060730721
6,0824-1,S-d21-D614G,1,1.1431183813443073e-05,1.069046645322069
7,0824-1,S-d21-D614G,2,0.008333333,0.00035480791338346506
8,0824-1,S-d21-D614G,2,0.0027777776666666667,0.0010304613728979767
9,0824-1,S-d21-D614G,2,0.0009259258888888889,0.05534969090855963
10,0824-1,S-d21-D614G,2,0.00030864196296296297,0.2621327049948632
11,0824-1,S-d21-D614G,2,0.00010288065432098766,0.6155302927992973
12,0824-1,S-d21-D614G,2,3.4293551440329216e-05,0.9670094511655302
13,0824-1,S-d21-D614G,2,1.1431183813443073e-05,0.9729002508877242
14,0834-1,S-d21-D614G,1,0.008333333,8.455606937528627e-05
15,0834-1,S-d21-D614G,1,0.0027777776666666667,0.006487791421217785
16,0834-1,S-d21-D614G,1,0.0009259258888888889,0.05259753012256969
17,0834-1,S-d21-D614G,1,0.00030864196296296297,0.2947573946608483
18,0834-1,S-d21-D614G,1,0.00010288065432098766,0.671818831187989
19,0834-1,S-d21-D614G,1,3.4293551440329216e-05,0.9452003172901426
20,0834-1,S-d21-D614G,1,1.1431183813443073e-05,1.141593533875445
21,0834-1,S-d21-D614G,2,0.008333333,0.0006250597573916439
22,0834-1,S-d21-D614G,2,0.0027777776666666667,0.0015329741435465985
23,0834-1,S-d21-D614G,2,0.0009259258888888889,0.12390680889108761
24,0834-1,S-d21-D614G,2,0.00030864196296296297,0.3651454064189395
25,0834-1,S-d21-D614G,2,0.00010288065432098766,0.637279459337494
26,0834-1,S-d21-D614G,2,3.4293551440329216e-05,0.8811865645350991
27,0834-1,S-d21-D614G,2,1.1431183813443073e-05,1.0729448821985497
28,2017-2018 Serum Pool,S-d21-D614G,1,0.05,0.7277970195725804
29,2017-2018 Serum Pool,S-d21-D614G,1,0.016666666666666666,0.9728756841308122
30,2017-2018 Serum Pool,S-d21-D614G,1,0.005555555555555556,1.13997965439656
31,2017-2018 Serum Pool,S-d21-D614G,1,0.001851851851851852,0.8699429011668446
32,2017-2018 Serum Pool,S-d21-D614G,1,0.0006172839506172839,1.0388557544912196
33,2017-2018 Serum Pool,S-d21-D614G,1,0.000205761316872428,1.1160084478196242
34,2017-2018 Serum Pool,S-d21-D614G,1,6.858710562414266e-05,1.1142545217213493
35,2017-2018 Serum Pool,S-d21-D614G,2,0.05,0.7834504731761737
36,2017-2018 Serum Pool,S-d21-D614G,2,0.016666666666666666,0.9636153870651145
37,2017-2018 Serum Pool,S-d21-D614G,2,0.005555555555555556,1.0824447704754534
38,2017-2018 Serum Pool,S-d21-D614G,2,0.001851851851851852,0.8226899878060626
39,2017-2018 Serum Pool,S-d21-D614G,2,0.0006172839506172839,1.0266078239655536
40,2017-2018 Serum Pool,S-d21-D614G,2,0.000205761316872428,0.9684231000366494
41,2017-2018 Serum Pool,S-d21-D614G,2,6.858710562414266e-05,1.1367429133788423
42,Ty1-Fc,S-d21-D614G,1,6.778,0.034295982685865194
43,Ty1-Fc,S-d21-D614G,1,2.259333333333333,0.050291188572983675
44,Ty1-Fc,S-d21-D614G,1,0.7531111111111111,0.12758541721738198
45,Ty1-Fc,S-d21-D614G,1,0.251037037037037,0.2208754879356538
46,Ty1-Fc,S-d21-D614G,1,0.08367901234567901,0.31578946274904646
47,Ty1-Fc,S-d21-D614G,1,0.027893004115226334,0.6016958107519659
48,Ty1-Fc,S-d21-D614G,1,0.009297668038408778,1.050463493361793
49,Ty1-Fc,S-d21-D614G,2,6.778,0.04135528842935156
50,Ty1-Fc,S-d21-D614G,2,2.259333333333333,0.073607367540322
51,Ty1-Fc,S-d21-D614G,2,0.7531111111111111,0.12204938350465819
52,Ty1-Fc,S-d21-D614G,2,0.251037037037037,0.1609522823592249
53,Ty1-Fc,S-d21-D614G,2,0.08367901234567901,0.3324919417135634
54,Ty1-Fc,S-d21-D614G,2,0.027893004115226334,0.5292468131547633
55,Ty1-Fc,S-d21-D614G,2,0.009297668038408778,1.0383812933182819
56,0817-1,S-d21-D614G,1,0.008333333,0.00022813547099059182
